bbbs,title,gbrq,sxrq,sxx,zdjgName,flxz,zdjgCodeId,flfgCodeId,raw_json
b5d4b7fde4bc4fcdb35b1b4d879aa761,鹤壁市人民代表大会常务委员会关于修改《鹤壁市地方立法条例》的决定,2026-06-23,2026-06-23,,鹤壁市人民代表大会常务委员会,修改、废止的决定,9999,310,"{""bbbs"": ""b5d4b7fde4bc4fcdb35b1b4d879aa761"", ""flfgCodeId"": 310, ""flxz"": ""修改、废止的决定"", ""gbrq"": ""2026-06-23"", ""score"": 0.0, ""sxrq"": ""2026-06-23"", ""sxx"": null, ""title"": ""鹤壁市人民代表大会常务委员会关于修改《鹤壁市地方立法条例》的决定"", ""titleHightLightList"": [{""highLight"": false, ""value"": ""鹤壁市人民代表大会常务委员会关于修改《鹤壁市地方立法条例》的决定""}], ""xgzlHighLight"": null, ""zdjgCodeId"": 9999, ""zdjgName"": ""鹤壁市人民代表大会常务委员会""}"
3b41e39140bc47d7a13352a68e1a81e5,云南省澜沧拉祜族自治县人民代表大会关于废止《云南省澜沧拉祜族自治县禁毒条例》的决定,2026-06-23,2026-06-23,,澜沧拉祜族自治县人民代表大会,修改、废止的决定,9999,310,"{""bbbs"": ""3b41e39140bc47d7a13352a68e1a81e5"", ""flfgCodeId"": 310, ""flxz"": ""修改、废止的决定"", ""gbrq"": ""2026-06-23"", ""score"": 0.0, ""sxrq"": ""2026-06-23"", ""sxx"": null, ""title"": ""云南省澜沧拉祜族自治县人民代表大会关于废止《云南省澜沧拉祜族自治县禁毒条例》的决定"", ""titleHightLightList"": [{""highLight"": false, ""value"": ""云南省澜沧拉祜族自治县人民代表大会关于废止《云南省澜沧拉祜族自治县禁毒条例》的决定""}], ""xgzlHighLight"": null, ""zdjgCodeId"": 9999, ""zdjgName"": ""澜沧拉祜族自治县人民代表大会""}"
ff8081819f12c6b4019f44682aff5c07,安阳市餐厨垃圾管理条例,2026-06-18,2026-09-01,4,安阳市人民代表大会常务委员会,地方法规,9999,230,"{""bbbs"": ""ff8081819f12c6b4019f44682aff5c07"", ""flfgCodeId"": 230, ""flxz"": ""地方法规"", ""gbrq"": ""2026-06-18"", ""score"": 0.0, ""sxrq"": ""2026-09-01"", ""sxx"": 4, ""title"": ""安阳市餐厨垃圾管理条例"", ""titleHightLightList"": [{""highLight"": false, ""value"": ""安阳市餐厨垃圾管理条例""}], ""xgzlHighLight"": null, ""zdjgCodeId"": 9999, ""zdjgName"": ""安阳市人民代表大会常务委员会""}"
ff8081819f12c6b4019f3aadc0a82ebc,库尔勒市城区养犬管理条例,2026-06-18,2026-06-18,3,巴音郭楞蒙古自治州人大常务委员会,地方法规,9999,230,"{""bbbs"": ""ff8081819f12c6b4019f3aadc0a82ebc"", ""flfgCodeId"": 230, ""flxz"": ""地方法规"", ""gbrq"": ""2026-06-18"", ""score"": 0.0, ""sxrq"": ""2026-06-18"", ""sxx"": 3, ""title"": ""库尔勒市城区养犬管理条例"", ""titleHightLightList"": [{""highLight"": false, ""value"": ""库尔勒市城区养犬管理条例""}], ""xgzlHighLight"": null, ""zdjgCodeId"": 9999, ""zdjgName"": ""巴音郭楞蒙古自治州人大常务委员会""}"
766efb1401f3482f82f0b924ffa5d185,巴音郭楞蒙古自治州人民代表大会常务委员会关于修改《库尔勒市城区养犬管理条例》的决定,2026-06-18,2026-06-18,,巴音郭楞蒙古自治州人大常务委员会,修改、废止的决定,9999,310,"{""bbbs"": ""766efb1401f3482f82f0b924ffa5d185"", ""flfgCodeId"": 310, ""flxz"": ""修改、废止的决定"", ""gbrq"": ""2026-06-18"", ""score"": 0.0, ""sxrq"": ""2026-06-18"", ""sxx"": null, ""title"": ""巴音郭楞蒙古自治州人民代表大会常务委员会关于修改《库尔勒市城区养犬管理条例》的决定"", ""titleHightLightList"": [{""highLight"": false, ""value"": ""巴音郭楞蒙古自治州人民代表大会常务委员会关于修改《库尔勒市城区养犬管理条例》的决定""}], ""xgzlHighLight"": null, ""zdjgCodeId"": 9999, ""zdjgName"": ""巴音郭楞蒙古自治州人大常务委员会""}"
ff8081819f12cba7019f446153205cb6,漯河市居民住宅区消防安全管理条例,2026-06-17,2026-09-01,4,河南省人民代表大会常务委员会,地方法规,320,230,"{""bbbs"": ""ff8081819f12cba7019f446153205cb6"", ""flfgCodeId"": 230, ""flxz"": ""地方法规"", ""gbrq"": ""2026-06-17"", ""score"": 0.0, ""sxrq"": ""2026-09-01"", ""sxx"": 4, ""title"": ""漯河市居民住宅区消防安全管理条例"", ""titleHightLightList"": [{""highLight"": false, ""value"": ""漯河市居民住宅区消防安全管理条例""}], ""xgzlHighLight"": null, ""zdjgCodeId"": 320, ""zdjgName"": ""河南省人民代表大会常务委员会""}"
ff8081819e48b44c019f115fda081b93,永州市舜帝陵保护规定,2026-06-17,2026-10-01,4,永州市人民代表大会常务委员会,地方法规,9999,230,"{""bbbs"": ""ff8081819e48b44c019f115fda081b93"", ""flfgCodeId"": 230, ""flxz"": ""地方法规"", ""gbrq"": ""2026-06-17"", ""score"": 0.0, ""sxrq"": ""2026-10-01"", ""sxx"": 4, ""title"": ""永州市舜帝陵保护规定"", ""titleHightLightList"": [{""highLight"": false, ""value"": ""永州市舜帝陵保护规定""}], ""xgzlHighLight"": null, ""zdjgCodeId"": 9999, ""zdjgName"": ""永州市人民代表大会常务委员会""}"
ff8081819f12c6b4019f3aa973782e91,博尔塔拉蒙古自治州人民代表大会常务委员会议事规则,2026-06-17,2026-07-01,3,博尔塔拉蒙古自治州人大常务委员会,地方法规,9999,230,"{""bbbs"": ""ff8081819f12c6b4019f3aa973782e91"", ""flfgCodeId"": 230, ""flxz"": ""地方法规"", ""gbrq"": ""2026-06-17"", ""score"": 0.0, ""sxrq"": ""2026-07-01"", ""sxx"": 3, ""title"": ""博尔塔拉蒙古自治州人民代表大会常务委员会议事规则"", ""titleHightLightList"": [{""highLight"": false, ""value"": ""博尔塔拉蒙古自治州人民代表大会常务委员会议事规则""}], ""xgzlHighLight"": null, ""zdjgCodeId"": 9999, ""zdjgName"": ""博尔塔拉蒙古自治州人大常务委员会""}"
ff8081819e48b493019f0787c4b67156,河南蒙古族自治县城镇市容市貌管护条例,2026-06-17,2026-09-01,4,河南蒙古族自治县人民代表大会,地方法规,9999,270,"{""bbbs"": ""ff8081819e48b493019f0787c4b67156"", ""flfgCodeId"": 270, ""flxz"": ""地方法规"", ""gbrq"": ""2026-06-17"", ""score"": 0.0, ""sxrq"": ""2026-09-01"", ""sxx"": 4, ""title"": ""河南蒙古族自治县城镇市容市貌管护条例"", ""titleHightLightList"": [{""highLight"": false, ""value"": ""河南蒙古族自治县城镇市容市貌管护条例""}], ""xgzlHighLight"": null, ""zdjgCodeId"": 9999, ""zdjgName"": ""河南蒙古族自治县人民代表大会""}"
5d0107a32ea646d99b3dab9da89936d9,海西蒙古族藏族自治州第十五届人民代表大会常务委员会第三十一次会议关于废止《海西蒙古族藏族自治州促进枸杞产业发展条例》的决定,2026-06-17,2026-06-17,,海西蒙古族藏族自治州人大常务委员会,修改、废止的决定,9999,310,"{""bbbs"": ""5d0107a32ea646d99b3dab9da89936d9"", ""flfgCodeId"": 310, ""flxz"": ""修改、废止的决定"", ""gbrq"": ""2026-06-17"", ""score"": 0.0, ""sxrq"": ""2026-06-17"", ""sxx"": null, ""title"": ""海西蒙古族藏族自治州第十五届人民代表大会常务委员会第三十一次会议关于废止《海西蒙古族藏族自治州促进枸杞产业发展条例》的决定"", ""titleHightLightList"": [{""highLight"": false, ""value"": ""海西蒙古族藏族自治州第十五届人民代表大会常务委员会第三十一次会议关于废止《海西蒙古族藏族自治州促进枸杞产业发展条例》的决定""}], ""xgzlHighLight"": null, ""zdjgCodeId"": 9999, ""zdjgName"": ""海西蒙古族藏族自治州人大常务委员会""}"
ff8081819e48b3aa019f0759d85d0323,海南藏族自治州促进清洁能源产业发展条例,2026-06-16,2026-09-01,4,海南藏族自治州人民代表大会,地方法规,9999,230,"{""bbbs"": ""ff8081819e48b3aa019f0759d85d0323"", ""flfgCodeId"": 230, ""flxz"": ""地方法规"", ""gbrq"": ""2026-06-16"", ""score"": 0.0, ""sxrq"": ""2026-09-01"", ""sxx"": 4, ""title"": ""海南藏族自治州促进清洁能源产业发展条例"", ""titleHightLightList"": [{""highLight"": false, ""value"": ""海南藏族自治州促进清洁能源产业发展条例""}], ""xgzlHighLight"": null, ""zdjgCodeId"": 9999, ""zdjgName"": ""海南藏族自治州人民代表大会""}"
ff8081819f12cdb7019f45f753bf080b,新乡市居民住宅区消防安全管理条例,2026-06-16,2026-09-01,4,新乡市人民代表大会常务委员会,地方法规,9999,230,"{""bbbs"": ""ff8081819f12cdb7019f45f753bf080b"", ""flfgCodeId"": 230, ""flxz"": ""地方法规"", ""gbrq"": ""2026-06-16"", ""score"": 0.0, ""sxrq"": ""2026-09-01"", ""sxx"": 4, ""title"": ""新乡市居民住宅区消防安全管理条例"", ""titleHightLightList"": [{""highLight"": false, ""value"": ""新乡市居民住宅区消防安全管理条例""}], ""xgzlHighLight"": null, ""zdjgCodeId"": 9999, ""zdjgName"": ""新乡市人民代表大会常务委员会""}"
ff8081819f12cba7019f45f6b6146aa9,新乡市城市市容和环境卫生管理条例,2026-06-16,2026-09-01,4,新乡市人民代表大会常务委员会,地方法规,9999,230,"{""bbbs"": ""ff8081819f12cba7019f45f6b6146aa9"", ""flfgCodeId"": 230, ""flxz"": ""地方法规"", ""gbrq"": ""2026-06-16"", ""score"": 0.0, ""sxrq"": ""2026-09-01"", ""sxx"": 4, ""title"": ""新乡市城市市容和环境卫生管理条例"", ""titleHightLightList"": [{""highLight"": false, ""value"": ""新乡市城市市容和环境卫生管理条例""}], ""xgzlHighLight"": null, ""zdjgCodeId"": 9999, ""zdjgName"": ""新乡市人民代表大会常务委员会""}"
ff8081819e48b493019f07250cce707c,西宁市安全生产条例,2026-06-16,2026-08-01,4,西宁市人民代表大会常务委员会,地方法规,9999,230,"{""bbbs"": ""ff8081819e48b493019f07250cce707c"", ""flfgCodeId"": 230, ""flxz"": ""地方法规"", ""gbrq"": ""2026-06-16"", ""score"": 0.0, ""sxrq"": ""2026-08-01"", ""sxx"": 4, ""title"": ""西宁市安全生产条例"", ""titleHightLightList"": [{""highLight"": false, ""value"": ""西宁市安全生产条例""}], ""xgzlHighLight"": null, ""zdjgCodeId"": 9999, ""zdjgName"": ""西宁市人民代表大会常务委员会""}"
ff8081819f12c6b4019f25ea93e86082,兰州市田字型基层治理促进条例,2026-06-16,2026-07-01,3,兰州市人民代表大会常务委员会,地方法规,9999,230,"{""bbbs"": ""ff8081819f12c6b4019f25ea93e86082"", ""flfgCodeId"": 230, ""flxz"": ""地方法规"", ""gbrq"": ""2026-06-16"", ""score"": 0.0, ""sxrq"": ""2026-07-01"", ""sxx"": 3, ""title"": ""兰州市田字型基层治理促进条例"", ""titleHightLightList"": [{""highLight"": false, ""value"": ""兰州市田字型基层治理促进条例""}], ""xgzlHighLight"": null, ""zdjgCodeId"": 9999, ""zdjgName"": ""兰州市人民代表大会常务委员会""}"
ff8081819e48b3aa019f0761954e0334,海北藏族自治州藏传佛教事务条例,2026-06-16,2026-09-01,4,海北藏族自治州人民代表大会,地方法规,9999,270,"{""bbbs"": ""ff8081819e48b3aa019f0761954e0334"", ""flfgCodeId"": 270, ""flxz"": ""地方法规"", ""gbrq"": ""2026-06-16"", ""score"": 0.0, ""sxrq"": ""2026-09-01"", ""sxx"": 4, ""title"": ""海北藏族自治州藏传佛教事务条例"", ""titleHightLightList"": [{""highLight"": false, ""value"": ""海北藏族自治州藏传佛教事务条例""}], ""xgzlHighLight"": null, ""zdjgCodeId"": 9999, ""zdjgName"": ""海北藏族自治州人民代表大会""}"
055c3fb3045a4b7880673e1e9a8111da,新乡市人民代表大会常务委员会关于修改《新乡市城市市容和环境卫生管理条例》、《新乡市居民住宅区消防安全管理条例》的决定,2026-06-16,2026-09-01,,新乡市人民代表大会常务委员会,修改、废止的决定,9999,310,"{""bbbs"": ""055c3fb3045a4b7880673e1e9a8111da"", ""flfgCodeId"": 310, ""flxz"": ""修改、废止的决定"", ""gbrq"": ""2026-06-16"", ""score"": 0.0, ""sxrq"": ""2026-09-01"", ""sxx"": null, ""title"": ""新乡市人民代表大会常务委员会关于修改《新乡市城市市容和环境卫生管理条例》、《新乡市居民住宅区消防安全管理条例》的决定"", ""titleHightLightList"": [{""highLight"": false, ""value"": ""新乡市人民代表大会常务委员会关于修改《新乡市城市市容和环境卫生管理条例》、《新乡市居民住宅区消防安全管理条例》的决定""}], ""xgzlHighLight"": null, ""zdjgCodeId"": 9999, ""zdjgName"": ""新乡市人民代表大会常务委员会""}"
578c4eb7ca564a45ab924b681c103274,太原市人民代表大会常务委员会关于废止《太原市档案管理条例》等三件地方性法规的决定,2026-06-16,2026-06-16,,太原市人民代表大会常务委员会,修改、废止的决定,9999,310,"{""bbbs"": ""578c4eb7ca564a45ab924b681c103274"", ""flfgCodeId"": 310, ""flxz"": ""修改、废止的决定"", ""gbrq"": ""2026-06-16"", ""score"": 0.0, ""sxrq"": ""2026-06-16"", ""sxx"": null, ""title"": ""太原市人民代表大会常务委员会关于废止《太原市档案管理条例》等三件地方性法规的决定"", ""titleHightLightList"": [{""highLight"": false, ""value"": ""太原市人民代表大会常务委员会关于废止《太原市档案管理条例》等三件地方性法规的决定""}], ""xgzlHighLight"": null, ""zdjgCodeId"": 9999, ""zdjgName"": ""太原市人民代表大会常务委员会""}"
84b691a14acf4132b21535522853636b,兰州市人民代表大会常务委员会关于废止《兰州市粮食流通监督管理条例》的决定,2026-06-16,2026-06-16,,兰州市人民代表大会常务委员会,修改、废止的决定,9999,310,"{""bbbs"": ""84b691a14acf4132b21535522853636b"", ""flfgCodeId"": 310, ""flxz"": ""修改、废止的决定"", ""gbrq"": ""2026-06-16"", ""score"": 0.0, ""sxrq"": ""2026-06-16"", ""sxx"": null, ""title"": ""兰州市人民代表大会常务委员会关于废止《兰州市粮食流通监督管理条例》的决定"", ""titleHightLightList"": [{""highLight"": false, ""value"": ""兰州市人民代表大会常务委员会关于废止《兰州市粮食流通监督管理条例》的决定""}], ""xgzlHighLight"": null, ""zdjgCodeId"": 9999, ""zdjgName"": ""兰州市人民代表大会常务委员会""}"
ff8081819e48b493019f076a8c1970fc,黄南藏族自治州同仁历史文化名城保护条例,2026-06-15,2026-10-01,4,黄南藏族自治州人大常务委员会,地方法规,9999,230,"{""bbbs"": ""ff8081819e48b493019f076a8c1970fc"", ""flfgCodeId"": 230, ""flxz"": ""地方法规"", ""gbrq"": ""2026-06-15"", ""score"": 0.0, ""sxrq"": ""2026-10-01"", ""sxx"": 4, ""title"": ""黄南藏族自治州同仁历史文化名城保护条例"", ""titleHightLightList"": [{""highLight"": false, ""value"": ""黄南藏族自治州同仁历史文化名城保护条例""}], ""xgzlHighLight"": null, ""zdjgCodeId"": 9999, ""zdjgName"": ""黄南藏族自治州人大常务委员会""}"
ff8081819e48b44c019f07312d950458,海东市乡村旅游条例,2026-06-15,2026-07-01,3,海东市人民代表大会常务委员会,地方法规,9999,230,"{""bbbs"": ""ff8081819e48b44c019f07312d950458"", ""flfgCodeId"": 230, ""flxz"": ""地方法规"", ""gbrq"": ""2026-06-15"", ""score"": 0.0, ""sxrq"": ""2026-07-01"", ""sxx"": 3, ""title"": ""海东市乡村旅游条例"", ""titleHightLightList"": [{""highLight"": false, ""value"": ""海东市乡村旅游条例""}], ""xgzlHighLight"": null, ""zdjgCodeId"": 9999, ""zdjgName"": ""海东市人民代表大会常务委员会""}"
ff8081819e48b493019eca3366a73e98,邢台市古树名木保护规定,2026-06-15,2026-07-01,3,邢台市人民代表大会常务委员会,地方法规,9999,230,"{""bbbs"": ""ff8081819e48b493019eca3366a73e98"", ""flfgCodeId"": 230, ""flxz"": ""地方法规"", ""gbrq"": ""2026-06-15"", ""score"": 0.0, ""sxrq"": ""2026-07-01"", ""sxx"": 3, ""title"": ""邢台市古树名木保护规定"", ""titleHightLightList"": [{""highLight"": false, ""value"": ""邢台市古树名木保护规定""}], ""xgzlHighLight"": null, ""zdjgCodeId"": 9999, ""zdjgName"": ""邢台市人民代表大会常务委员会""}"
ff8081819e48b493019eca3f66a03f70,邢台市家庭教育促进条例,2026-06-15,2026-07-01,3,邢台市人民代表大会常务委员会,地方法规,9999,230,"{""bbbs"": ""ff8081819e48b493019eca3f66a03f70"", ""flfgCodeId"": 230, ""flxz"": ""地方法规"", ""gbrq"": ""2026-06-15"", ""score"": 0.0, ""sxrq"": ""2026-07-01"", ""sxx"": 3, ""title"": ""邢台市家庭教育促进条例"", ""titleHightLightList"": [{""highLight"": false, ""value"": ""邢台市家庭教育促进条例""}], ""xgzlHighLight"": null, ""zdjgCodeId"": 9999, ""zdjgName"": ""邢台市人民代表大会常务委员会""}"
ff8081819f12cdb7019f3fa62ad15c2c,甘肃省张家川回族自治县农村饮用水供水管理条例,2026-06-15,2026-07-01,3,张家川回族自治县人民代表大会,地方法规,9999,270,"{""bbbs"": ""ff8081819f12cdb7019f3fa62ad15c2c"", ""flfgCodeId"": 270, ""flxz"": ""地方法规"", ""gbrq"": ""2026-06-15"", ""score"": 0.0, ""sxrq"": ""2026-07-01"", ""sxx"": 3, ""title"": ""甘肃省张家川回族自治县农村饮用水供水管理条例"", ""titleHightLightList"": [{""highLight"": false, ""value"": ""甘肃省张家川回族自治县农村饮用水供水管理条例""}], ""xgzlHighLight"": null, ""zdjgCodeId"": 9999, ""zdjgName"": ""张家川回族自治县人民代表大会""}"
970d6300d96f4e128aa30ba99bc37dcd,循化撒拉族自治县第十八届人民代表大会第八次会议关于废止《循化撒拉族自治县水利工程设施管护条例》的决定,2026-06-15,2026-06-15,,循化撒拉族自治县人民代表大会,修改、废止的决定,9999,310,"{""bbbs"": ""970d6300d96f4e128aa30ba99bc37dcd"", ""flfgCodeId"": 310, ""flxz"": ""修改、废止的决定"", ""gbrq"": ""2026-06-15"", ""score"": 0.0, ""sxrq"": ""2026-06-15"", ""sxx"": null, ""title"": ""循化撒拉族自治县第十八届人民代表大会第八次会议关于废止《循化撒拉族自治县水利工程设施管护条例》的决定"", ""titleHightLightList"": [{""highLight"": false, ""value"": ""循化撒拉族自治县第十八届人民代表大会第八次会议关于废止《循化撒拉族自治县水利工程设施管护条例》的决定""}], ""xgzlHighLight"": null, ""zdjgCodeId"": 9999, ""zdjgName"": ""循化撒拉族自治县人民代表大会""}"
80d489bb2ac940e5bcd67b4040496a1f,互助土族自治县第十八届人民代表大会第六次会议关于废止《互助土族自治县水利工程管护条例》的决定,2026-06-15,2026-06-15,,互助土族自治县人民代表大会,修改、废止的决定,9999,310,"{""bbbs"": ""80d489bb2ac940e5bcd67b4040496a1f"", ""flfgCodeId"": 310, ""flxz"": ""修改、废止的决定"", ""gbrq"": ""2026-06-15"", ""score"": 0.0, ""sxrq"": ""2026-06-15"", ""sxx"": null, ""title"": ""互助土族自治县第十八届人民代表大会第六次会议关于废止《互助土族自治县水利工程管护条例》的决定"", ""titleHightLightList"": [{""highLight"": false, ""value"": ""互助土族自治县第十八届人民代表大会第六次会议关于废止《互助土族自治县水利工程管护条例》的决定""}], ""xgzlHighLight"": null, ""zdjgCodeId"": 9999, ""zdjgName"": ""互助土族自治县人民代表大会""}"
ff8081819f12cba7019f36aee1401bd3,宁波市城市更新条例,2026-06-12,2026-10-01,4,宁波市人民代表大会常务委员会,地方法规,9999,230,"{""bbbs"": ""ff8081819f12cba7019f36aee1401bd3"", ""flfgCodeId"": 230, ""flxz"": ""地方法规"", ""gbrq"": ""2026-06-12"", ""score"": 0.0, ""sxrq"": ""2026-10-01"", ""sxx"": 4, ""title"": ""宁波市城市更新条例"", ""titleHightLightList"": [{""highLight"": false, ""value"": ""宁波市城市更新条例""}], ""xgzlHighLight"": null, ""zdjgCodeId"": 9999, ""zdjgName"": ""宁波市人民代表大会常务委员会""}"
